,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
134,1650395,1528102921.33975,0,1,2,1,4,54090,192.168.100.3,4,10,1593,4,1,1528102927.75073,10,6.410985,0.6820430000000001,0.6809890000000001,1.364086,0.0010539999999999998,1.363032,6,4,827,766,1.40384,0.779911,0.5943,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.55982,0.8980469999999999,1016,184,1,0,0
135,1650396,1528102921.3406599,0,1,2,1,4,54094,192.168.100.3,4,10,1580,4,1,1528102927.75079,12,6.410132,0.681873,0.681214,1.363746,0.000659,1.3630870000000002,6,4,814,766,1.404027,0.780015,0.594407,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.56003,0.8980469999999999,1016,184,1,0,0
136,1650397,1528102921.34131,0,1,2,1,4,54096,192.168.100.3,4,10,1648,4,1,1528102927.75084,13,6.409523,0.681804,0.681333,1.363609,0.000472,1.363137,6,4,882,766,1.404161,0.780089,0.594485,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.56018,0.8980469999999999,1016,184,1,0,0
137,1650398,1528102921.34169,0,1,2,1,4,54098,192.168.100.3,4,10,1559,4,1,1528102927.75086,14,6.409179,0.6821109999999999,0.681067,1.3642219999999998,0.001044,1.363178,6,4,793,766,1.404236,0.780131,0.59453,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.56026,0.8980469999999999,1016,184,1,0,0
138,1650399,1528102921.34203,0,1,2,1,4,54100,192.168.100.3,4,10,1582,4,1,1528102927.7509,15,6.408869,0.6821189999999999,0.681085,1.364239,0.001034,1.363205,6,4,816,766,1.404304,0.780169,0.5945699999999999,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.56034,0.8980469999999999,1016,184,1,0,0
139,1650400,1528102921.34243,0,1,2,1,4,54102,192.168.100.3,4,10,1574,4,1,1528102927.75093,16,6.408503,0.680181,0.679139,1.360362,0.001042,1.35932,6,4,808,766,1.404384,0.780213,0.594156,32425,175718,184,1016,1016,1016,1.37294,0.8980469999999999,100,21,1.56043,0.8980469999999999,1016,184,1,0,0
140,1650401,1528102921.3431802,0,1,2,1,4,54104,192.168.100.3,4,10,1728,4,1,1528102927.75095,17,6.407776,0.679972,0.679375,1.359943,0.000597,1.359346,6,4,962,766,1.404544,0.780302,0.594244,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.5606,0.324994,1003,459,1,0,0
141,1650402,1528102921.34378,0,1,2,1,4,54106,192.168.100.3,4,10,1721,4,1,1528102927.7509801,18,6.407205,0.679999,0.675349,1.359999,0.00465,1.355349,6,4,955,766,1.404669,0.780371,0.593841,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.56074,0.324994,1003,459,1,0,0
142,1650403,1528102921.3442,0,1,2,1,4,54108,192.168.100.3,4,10,1644,4,1,1528102927.75101,19,6.40681,0.681022,0.458329,1.362044,0.222693,1.139351,6,4,878,766,1.404755,0.78042,0.569535,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.56084,0.324994,1003,459,1,0,0
143,1650404,1528102921.3713,0,1,2,1,3,41658,192.168.100.3,4,10,1622,4,1,1528102934.81061,51,13.439304000000002,1.051354,1.4867780000000002,3.154062,0.0,3.153975,6,4,856,766,0.6696770000000001,0.372043,0.291678,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.7440859999999999,0.324994,1003,190,1,0,0
144,1650405,1528102921.37165,0,1,2,1,3,41660,192.168.100.3,4,10,1678,4,1,1528102934.8106198,52,13.438972,1.050061,1.484948,3.150183,0.0,3.150095,6,4,912,766,0.669694,0.372052,0.291577,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744105,0.324994,1003,190,1,0,0
145,1650406,1528102921.37218,0,1,2,1,3,41664,192.168.100.3,4,10,1524,4,1,1528102934.81069,54,13.438510999999998,1.050085,1.484983,3.150255,0.0,3.150168,6,4,758,766,0.669717,0.372065,0.291592,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.7441300000000001,0.324994,1003,190,1,0,0
146,1650407,1528102921.37265,0,1,2,1,3,41666,192.168.100.3,4,10,1808,4,1,1528102934.81073,55,13.438077,1.047391,1.481165,3.142173,0.0,3.142075,6,4,1042,766,0.6697390000000001,0.372077,0.291375,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744154,0.324994,1003,190,1,0,0
147,1650408,1528102921.37286,0,1,2,1,3,41668,192.168.100.3,4,10,1546,4,1,1528102934.81073,56,13.437867,1.0473860000000002,1.481167,3.142158,0.0,3.142072,6,4,780,766,0.6697489999999999,0.372083,0.291381,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744166,0.324994,1003,190,1,0,0
148,1650409,1528102921.37326,0,1,2,1,3,41670,192.168.100.3,4,10,1744,4,1,1528102934.81077,57,13.437512,1.047425,1.481176,3.142274,0.0,3.1421240000000004,6,4,978,766,0.669767,0.372093,0.291393,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744185,0.324994,1003,190,1,0,0
149,1650410,1528102921.3719802,0,1,2,1,3,41662,192.168.100.3,4,10,1688,4,1,1528102934.81065,53,13.438676,1.047361,1.481132,3.142082,0.0,3.141997,6,4,922,766,0.669709,0.37206,0.291356,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744121,0.324994,1003,190,1,0,0
150,1650411,1528102921.3738,0,1,2,1,3,41672,192.168.100.3,4,10,1682,4,1,1528102934.81077,58,13.436973000000002,1.044741,1.477425,3.134223,0.0,3.1341360000000003,6,4,916,766,0.669794,0.372108,0.291182,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744215,0.324994,1003,190,1,0,0
151,1650412,1528102921.37422,0,1,2,1,3,41674,192.168.100.3,4,10,1698,4,1,1528102934.81078,59,13.436556,1.044741,1.477427,3.134223,0.0,3.134138,6,4,932,766,0.6698149999999999,0.372119,0.291194,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.7442380000000001,0.324994,1003,190,1,0,0
152,1650413,1528102921.37664,0,1,2,1,3,41676,192.168.100.3,4,10,1650,4,1,1528102934.81077,60,13.434131,1.044774,1.477406,3.134321,0.0,3.134141,6,4,884,766,0.6699350000000001,0.372186,0.291262,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744373,0.324994,1003,190,1,0,0
153,1650414,1528102921.37731,0,1,2,1,3,41678,192.168.100.3,4,10,1643,4,1,1528102934.81083,61,13.433512,1.043451,1.475575,3.130352,0.0,3.130229,6,4,877,766,0.669966,0.372203,0.291169,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.7444069999999999,0.324994,1003,190,1,0,0
154,1650415,1528102921.37785,0,1,2,1,3,41680,192.168.100.3,4,10,1633,4,1,1528102934.81083,62,13.432979,1.04214,1.473725,3.126419,0.0,3.126302,6,4,867,766,0.6699930000000001,0.372218,0.291073,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744437,0.324994,1003,190,1,0,0
155,1650416,1528102921.3674,0,1,2,1,4,54168,192.168.100.3,4,8,1359,4,1,1528102927.75184,49,6.384434,0.558971,0.547918,1.117941,0.011052,1.106889,5,3,659,700,1.096417,0.626524,0.378964,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25305,0.324994,1003,459,1,0,0
156,1650417,1528102921.37846,0,1,2,1,4,54170,192.168.100.3,4,8,1585,4,1,1528102927.75186,64,6.3734,0.5531550000000001,0.553055,1.106311,0.0001,1.106211,5,3,885,700,1.098315,0.6276079999999999,0.379709,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25522,0.324994,1003,459,1,0,0
157,1650418,1528102921.37845,0,1,2,1,3,41682,192.168.100.3,4,10,1732,4,1,1528102934.8108199,63,13.432371,1.039484,1.469869,3.118452,8e-06,3.118193,6,4,966,766,0.6700229999999999,0.372235,0.290862,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.74447,0.324994,1003,190,1,0,0
158,1650419,1528102921.37869,0,1,2,1,4,54172,192.168.100.3,4,8,1342,4,1,1528102927.75189,65,6.373199,0.551066,0.5509649999999999,1.102132,0.000101,1.102031,5,3,642,700,1.09835,0.627628,0.379423,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25526,0.324994,1003,459,1,0,0
159,1650420,1528102921.37887,0,1,2,1,3,41684,192.168.100.3,4,10,1541,4,1,1528102934.81083,66,13.43196,1.0394290000000002,1.469905,3.118288,0.0,3.118189,6,4,775,766,0.670044,0.372247,0.290873,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.7444930000000001,0.324994,1003,190,1,0,0
160,1650421,1528102921.37932,0,1,2,1,3,41686,192.168.100.3,4,10,1601,4,1,1528102934.8109,68,13.43158,1.038132,1.468069,3.114395,0.0,3.1142950000000003,6,4,835,766,0.670063,0.372257,0.290774,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744514,0.324994,1003,190,1,0,0
161,1650422,1528102921.37903,0,1,2,1,4,54174,192.168.100.3,4,8,1471,4,1,1528102927.75191,67,6.372881,0.5493180000000001,0.54887,1.0986360000000002,0.0004480000000000001,1.098188,5,3,771,700,1.0984040000000002,0.62766,0.379169,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25532,0.324994,1003,459,1,0,0
162,1650423,1528102921.3798401,0,1,2,1,4,54176,192.168.100.3,4,8,1610,4,1,1528102927.75194,70,6.372102,0.5412560000000001,0.5411520000000001,1.082512,0.000104,1.082408,5,3,910,700,1.098539,0.627736,0.378094,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25547,0.324994,1003,459,1,0,0
163,1650424,1528102921.3801,0,1,2,1,4,54178,192.168.100.3,4,8,1388,4,1,1528102927.7519698,71,6.371867,0.54108,0.540972,1.082159,0.000108,1.082051,5,3,688,700,1.0985790000000002,0.6277590000000001,0.378085,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25552,0.324994,1003,459,1,0,0
164,1650425,1528102921.38034,0,1,2,1,4,54180,192.168.100.3,4,8,1398,4,1,1528102927.75199,72,6.371646,0.540679,0.540588,1.081357,9.1e-05,1.081266,5,3,698,700,1.098617,0.627781,0.378045,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25556,0.324994,1003,459,1,0,0
165,1650426,1528102921.38035,0,1,2,1,3,41690,192.168.100.3,4,10,1685,4,1,1528102934.8109,73,13.43055,1.031475,1.458628,3.094425,0.0,3.094287,6,4,919,766,0.670114,0.372286,0.29024,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744571,0.324994,1003,190,1,0,0
166,1650427,1528102921.37965,0,1,2,1,3,41688,192.168.100.3,4,10,1439,4,1,1528102934.8109,69,13.431242999999998,1.03147,1.458632,3.094409,0.0,3.094287,6,4,673,766,0.670079,0.372266,0.290221,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744533,0.324994,1003,190,1,0,0
167,1650428,1528102921.38095,0,1,2,1,3,41692,192.168.100.3,4,10,1594,4,1,1528102934.8109,75,13.429951999999998,1.031473,1.458634,3.09442,0.0,3.094293,6,4,828,766,0.670144,0.372302,0.29025700000000004,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.744604,0.324994,1003,190,1,0,0
168,1650429,1528102921.38116,0,1,2,1,4,54184,192.168.100.3,4,8,1665,4,1,1528102927.7520301,76,6.370875,0.539119,0.539027,1.078238,9.2e-05,1.0781459999999998,5,3,965,700,1.09875,0.627857,0.377877,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25571,0.324994,1003,459,1,0,0
169,1650430,1528102921.38063,0,1,2,1,4,54182,192.168.100.3,4,8,1469,4,1,1528102927.7520099,74,6.371379,0.537863,0.537771,1.075727,9.3e-05,1.075634,5,3,769,700,1.098663,0.627808,0.377662,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.2556200000000002,0.324994,1003,459,1,0,0
170,1650431,1528102921.38141,0,1,2,1,3,41694,192.168.100.3,4,10,1553,4,1,1528102934.8109,77,13.429486,1.030139,1.456753,3.090418,0.0,3.0902990000000004,6,4,787,766,0.670167,0.372315,0.290158,31061,173759,190,1005,1003,1003,0.7443390000000001,0.324994,100,19,0.74463,0.324994,1003,190,1,0,0
171,1650432,1528102921.38145,0,1,2,1,4,54186,192.168.100.3,4,8,1465,4,1,1528102927.75205,78,6.370605,0.5372939999999999,0.5368189999999999,1.074588,0.000475,1.074113,5,3,765,700,1.098797,0.627884,0.377608,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25577,0.324994,1003,459,1,0,0
172,1650433,1528102921.3819098,0,1,2,1,4,54188,192.168.100.3,4,8,1660,4,1,1528102927.75207,79,6.370167,0.535583,0.535486,1.071165,9.7e-05,1.071068,5,3,960,700,1.0988719999999998,0.627927,0.377423,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25585,0.324994,1003,459,1,0,0
173,1650434,1528102921.38231,0,1,2,1,4,54190,192.168.100.3,4,8,1582,4,1,1528102927.7521,81,6.369786,0.535162,0.535067,1.070323,9.4e-05,1.070229,5,3,882,700,1.098938,0.627965,0.37739,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25593,0.324994,1003,459,1,0,0
174,1650435,1528102921.3826,0,1,2,1,4,54192,192.168.100.3,4,8,1450,4,1,1528102927.75212,82,6.369514,0.531878,0.5317850000000001,1.063757,9.3e-05,1.063664,5,3,750,700,1.098985,0.627991,0.376942,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,1.25598,0.324994,1003,459,1,0,0
175,1650436,1528102926.89364,0,1,2,1,1,57116,192.168.100.3,4,10,1436,4,1,1528102934.7979,184,7.904253999999999,1.429745,0.519073,2.85949,0.910672,1.948818,6,4,670,766,1.138627,0.632571,0.503741,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26514,0.324994,1003,160,1,0,0
176,1650437,1528102926.89401,0,1,2,1,1,57118,192.168.100.3,4,10,1624,4,1,1528102934.79792,185,7.903909,1.429651,0.519184,2.859301,0.910466,1.948835,6,4,858,766,1.138677,0.632598,0.503772,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2652,0.324994,1003,160,1,0,0
177,1650438,1528102926.8943698,0,1,2,1,1,57120,192.168.100.3,4,10,1623,4,1,1528102934.79794,186,7.903569999999998,1.429883,0.518971,2.859766,0.910912,1.948854,6,4,857,766,1.138726,0.632626,0.5038020000000001,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26525,0.324994,1003,160,1,0,0
178,1650439,1528102926.89485,0,1,2,1,1,57122,192.168.100.3,4,10,1756,4,1,1528102934.79796,187,7.903106,1.4300540000000002,0.518821,2.8601080000000003,0.911233,1.948875,6,4,990,766,1.138793,0.632663,0.503843,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2653299999999998,0.324994,1003,160,1,0,0
179,1650440,1528102926.89517,0,1,2,1,1,57124,192.168.100.3,4,10,1603,4,1,1528102934.7979698,188,7.902804,1.430308,0.518599,2.860616,0.911709,1.948907,6,4,837,766,1.138836,0.632687,0.503872,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26537,0.324994,1003,160,1,0,0
180,1650441,1528102926.89546,0,1,2,1,1,57126,192.168.100.3,4,10,1613,4,1,1528102934.79799,189,7.902537,1.428568,0.516352,2.857136,0.912216,1.94492,6,4,847,766,1.138875,0.632708,0.5035569999999999,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26542,0.324994,1003,160,1,0,0
181,1650442,1528102926.8957698,0,1,2,1,1,57128,192.168.100.3,4,10,1620,4,1,1528102934.7980099,190,7.902247,1.428831,0.512054,2.857662,0.916777,1.940885,6,4,854,766,1.138917,0.632731,0.5032409999999999,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26546,0.324994,1003,160,1,0,0
182,1650443,1528102926.89602,0,1,2,1,1,57130,192.168.100.3,4,10,1586,4,1,1528102934.7980301,191,7.902011999999999,1.429159,0.428302,2.858319,1.000858,1.857461,6,4,820,766,1.13895,0.63275,0.43471,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2655,0.324994,1003,160,1,0,0
183,1650444,1528102926.8964698,0,1,2,1,1,57132,192.168.100.3,4,10,1842,4,1,1528102934.79805,192,7.901582,1.42924,0.428362,2.858479,1.0008780000000002,1.857601,6,4,1076,766,1.139012,0.632785,0.434738,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26557,0.324994,1003,160,1,0,0
184,1650445,1528102926.8968,0,1,2,1,1,57134,192.168.100.3,4,10,1597,4,1,1528102934.79807,193,7.901269,1.427531,0.430544,2.855062,0.996987,1.858075,6,4,831,766,1.139058,0.63281,0.434513,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26562,0.324994,1003,160,1,0,0
185,1650446,1528102926.89712,0,1,2,1,1,57136,192.168.100.3,4,10,1634,4,1,1528102934.79809,194,7.900969,1.427848,0.430841,2.855697,0.997008,1.858689,6,4,868,766,1.139101,0.632834,0.434533,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26567,0.324994,1003,160,1,0,0
186,1650447,1528102926.8973901,0,1,2,1,1,57138,192.168.100.3,4,10,1612,4,1,1528102934.79816,195,7.900775,1.428179,0.435117,2.856357,0.993061,1.863296,6,4,846,766,1.139129,0.632849,0.434297,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2657,0.324994,1003,160,1,0,0
187,1650448,1528102926.8977098,0,1,2,1,1,57140,192.168.100.3,4,10,1719,4,1,1528102934.79816,196,7.900448,1.426457,0.437376,2.8529150000000003,0.989082,1.863833,6,4,953,766,1.139176,0.632876,0.434068,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26575,0.324994,1003,160,1,0,0
188,1650449,1528102926.89819,0,1,2,1,1,57142,192.168.100.3,4,10,1864,4,1,1528102934.79818,197,7.8999869999999985,1.426648,0.437549,2.853295,0.989098,1.864197,6,4,1098,766,1.139242,0.632912,0.434098,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2658200000000002,0.324994,1003,160,1,0,0
189,1650450,1528102926.89854,0,1,2,1,1,57144,192.168.100.3,4,10,1626,4,1,1528102934.7982,198,7.899660000000001,1.426882,0.437764,2.853764,0.989118,1.864646,6,4,860,766,1.139289,0.632939,0.434119,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.26588,0.324994,1003,160,1,0,0
190,1650451,1528102926.89884,0,1,2,1,1,57146,192.168.100.3,4,10,1593,4,1,1528102934.79821,199,7.899367999999999,1.427145,0.454112,2.85429,0.973033,1.881257,6,4,827,766,1.139332,0.632962,0.43313,26348,173759,160,1005,1003,1003,1.26554,0.324994,100,16,1.2659200000000002,0.324994,1003,160,1,0,0
191,1650452,1528102926.9319801,0,1,0,2,2,-1,192.168.100.3,0,2,120,0,2,1528102926.9320002,216,2.3e-05,2.3e-05,0.0,2.3e-05,2.3e-05,2.3e-05,1,1,60,60,43478.261719,0.0,0.0,37745,173759,196,1005,2,2,86956.5,86956.5,100,18,86956.5,86956.5,2,2,1,0,0
192,1650453,1528102927.75738,0,1,2,1,4,54258,192.168.100.3,4,10,1494,4,1,1528102982.19786,227,54.44048299999999,0.693771,0.98114,2.081313,0.0,2.081313,6,4,728,766,0.165318,0.091843,0.420978,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183687,0.324994,1003,459,1,0,0
193,1650454,1528102927.75782,0,1,2,1,4,54260,192.168.100.3,4,10,1613,4,1,1528102982.19787,228,54.440048,0.693851,0.981254,2.081553,0.0,2.081553,6,4,847,766,0.165319,0.091844,0.420771,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183688,0.324994,1003,459,1,0,0
194,1650455,1528102927.7581,0,1,2,1,4,54262,192.168.100.3,4,10,1461,4,1,1528102982.19788,229,54.439785,0.693988,0.981447,2.081964,0.0,2.081964,6,4,695,766,0.16532,0.091845,0.420788,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183689,0.324994,1003,459,1,0,0
195,1650456,1528102927.75864,0,1,2,1,4,54264,192.168.100.3,4,10,1675,4,1,1528102982.19789,230,54.43924300000001,0.695405,0.983452,2.086216,0.0,2.086216,6,4,909,766,0.165322,0.091846,0.420577,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183691,0.324994,1003,459,1,0,0
196,1650457,1528102927.75909,0,1,2,1,4,54266,192.168.100.3,4,10,1596,4,1,1528102982.19793,231,54.43884300000001,0.695539,0.983641,2.086618,0.0,2.086618,6,4,830,766,0.165323,0.091846,0.420603,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183692,0.324994,1003,459,1,0,0
197,1650458,1528102927.75946,0,1,2,1,4,54268,192.168.100.3,4,10,1537,4,1,1528102982.19793,232,54.438469,0.695702,0.983871,2.0871060000000003,0.0,2.0871060000000003,6,4,771,766,0.165324,0.091847,0.420625,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183694,0.324994,1003,459,1,0,0
198,1650459,1528102927.75988,0,1,2,1,4,54270,192.168.100.3,4,10,1553,4,1,1528102982.19795,233,54.43806800000001,0.695819,0.984037,2.087457,0.0,2.087457,6,4,787,766,0.165325,0.091847,0.420414,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183695,0.324994,1003,459,1,0,0
199,1650460,1528102927.76025,0,1,2,1,4,54272,192.168.100.3,4,10,1585,4,1,1528102982.19795,234,54.437698,0.695948,0.984219,2.087844,0.0,2.087844,6,4,819,766,0.165327,0.091848,0.420436,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183696,0.324994,1003,459,1,0,0
200,1650461,1528102927.7606099,0,1,2,1,4,54274,192.168.100.3,4,10,1545,4,1,1528102982.19797,235,54.437363,0.697417,0.986297,2.092251,0.0,2.092251,6,4,779,766,0.165328,0.091849,0.420217,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183697,0.324994,1003,459,1,0,0
201,1650462,1528102927.7613099,0,1,2,1,4,54276,192.168.100.3,4,10,1814,4,1,1528102982.19797,236,54.43666500000001,0.6974319999999999,0.986318,2.092296,0.0,2.092296,6,4,1048,766,0.16533,0.09185,0.420263,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.1837,0.324994,1003,459,1,0,0
202,1650463,1528102927.76158,0,1,2,1,4,54278,192.168.100.3,4,10,1438,4,1,1528102982.19799,237,54.436409,0.697574,0.986519,2.092722,0.0,2.092722,6,4,672,766,0.165331,0.09185,0.42028,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183701,0.324994,1003,459,1,0,0
203,1650464,1528102927.7619698,0,1,2,1,4,54280,192.168.100.3,4,10,1565,4,1,1528102982.19799,238,54.436028,1.618259,2.288564,4.854777,0.0,4.854777,6,4,799,766,0.165332,0.091851,0.302978,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.183702,0.324994,1003,459,1,0,0
204,1650465,1528102928.81617,2,4,2,1,4,54460,192.168.100.3,4,19,4772,4,1,1528102982.1991,347,53.382935,1.621481,2.026518,8.107407,0.0,4.740608,15,4,3998,774,0.337186,0.262256,0.056198000000000005,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.355919,0.324994,1003,459,1,0,0
205,1650466,1528102928.81709,4,2,2,1,4,54464,192.168.100.3,4,16,2778,4,1,1528102982.19913,349,53.382046,0.7717229999999999,1.172582,3.858616000000001,0.0,3.026592,12,4,2012,766,0.280993,0.206062,0.278293,78605,173759,459,1005,1003,1003,0.256794,0.324994,100,47,0.29972600000000005,0.324994,1003,459,1,0,0
206,1650467,1528102928.9805698,0,1,2,1,2,55470,192.168.100.3,4,10,1578,4,1,1528102983.95427,350,54.973705,2.7e-05,4.7e-05,0.000108,0.0,0.000108,6,4,812,766,0.163715,0.090953,0.275452,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.181905,0.324994,1003,194,1,0,0
207,1650468,1528102928.9826698,2,4,2,1,2,55476,192.168.100.3,4,19,6322,4,1,1528102983.95434,353,54.971672,1.886662,1.932669,9.433309,0.0,4.892825,15,4,5548,774,0.327441,0.254677,0.054574,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.345633,0.324994,1003,194,1,0,0
208,1650469,1528102930.0046,0,1,2,1,2,55480,192.168.100.3,4,10,1440,4,1,1528102983.95436,355,53.949764,1.602874,2.2668060000000003,4.808622,0.0,4.808622,6,4,674,766,0.166822,0.092679,0.30440900000000004,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.185358,0.324994,1003,194,1,0,0
209,1650470,1528102930.00534,0,1,2,1,2,55482,192.168.100.3,4,10,1725,4,1,1528102983.95439,356,53.949043,1.602695,2.266553,4.808086,0.0,4.808086,6,4,959,766,0.166824,0.09268,0.30443200000000004,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.18536,0.324994,1003,194,1,0,0
210,1650471,1528102930.00623,0,1,2,1,2,55484,192.168.100.3,4,10,1564,4,1,1528102983.95439,357,53.94815799999999,1.602493,2.266268,4.80748,0.0,4.80748,6,4,798,766,0.166827,0.092682,0.30445900000000004,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.185363,0.324994,1003,194,1,0,0
211,1650472,1528102930.0067,0,1,2,1,2,55486,192.168.100.3,4,10,1564,4,1,1528102983.95441,358,53.947708,1.602393,2.266125,4.807178,0.0,4.807178,6,4,798,766,0.166828,0.092682,0.304474,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.185365,0.324994,1003,194,1,0,0
212,1650473,1528102930.0071,0,1,2,1,2,55488,192.168.100.3,4,10,1570,4,1,1528102983.9544199,359,53.94731899999999,1.602337,2.266046,4.80701,0.0,4.80701,6,4,804,766,0.166829,0.092683,0.304487,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.185366,0.324994,1003,194,1,0,0
213,1650474,1528102930.0074599,0,1,2,1,2,55490,192.168.100.3,4,10,1515,4,1,1528102983.95444,360,53.946987,1.602966,2.266936,4.808898,0.0,4.808898,6,4,749,766,0.16683,0.092684,0.304375,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.185367,0.324994,1003,194,1,0,0
214,1650475,1528102930.0081801,0,1,2,1,2,55492,192.168.100.3,4,10,1652,4,1,1528102983.95444,361,53.946262,1.602852,2.266775,4.8085559999999985,0.0,4.8085559999999985,6,4,886,766,0.16683299999999998,0.092685,0.304398,37745,173759,196,1005,1003,1003,0.211536,0.324994,100,18,0.18537,0.324994,1003,194,1,0,0
